image_name,target
Te-no_0265.jpg,0
Tr-no_0353.jpg,0
Tr-no_1333.jpg,0
Tr-no_0905.jpg,0
Tr-no_1289.jpg,0
Tr-no_1273.jpg,0
Tr-no_0938.jpg,0
Te-no_0136.jpg,0
Tr-no_0065.jpg,0
Tr-no_1323.jpg,0
Tr-no_0056.jpg,0
Tr-no_1292.jpg,0
Tr-no_1118.jpg,0
Tr-no_0584.jpg,0
Tr-no_0374.jpg,0
Tr-no_0275.jpg,0
Tr-no_0746.jpg,0
Tr-no_0128.jpg,0
Te-no_0051.jpg,0
Te-no_0257.jpg,0
Tr-no_0674.jpg,0
Te-no_0069.jpg,0
Te-no_0386.jpg,0
Tr-no_1083.jpg,0
Te-no_0327.jpg,0
Tr-no_0099.jpg,0
Tr-no_1179.jpg,0
Tr-no_0964.jpg,0
Tr-no_0792.jpg,0
Tr-no_0029.jpg,0
Tr-no_0628.jpg,0
Tr-no_0944.jpg,0
Tr-no_0572.jpg,0
Tr-no_0907.jpg,0
Tr-no_1080.jpg,0
Tr-no_0450.jpg,0
Te-no_0014.jpg,0
Tr-no_1290.jpg,0
Tr-no_1078.jpg,0
Tr-no_0254.jpg,0
Tr-no_0124.jpg,0
Te-no_0332.jpg,0
Tr-no_0251.jpg,0
Tr-no_0585.jpg,0
Tr-no_1568.jpg,0
Tr-no_0824.jpg,0
Tr-no_0507.jpg,0
Tr-no_0889.jpg,0
Tr-no_0070.jpg,0
Te-no_0013.jpg,0
Tr-no_1532.jpg,0
Tr-no_0247.jpg,0
Tr-no_1450.jpg,0
Tr-no_0212.jpg,0
Tr-no_0909.jpg,0
Te-no_0146.jpg,0
Tr-no_1244.jpg,0
Te-no_0101.jpg,0
Tr-no_1182.jpg,0
Tr-no_0361.jpg,0
Tr-no_1473.jpg,0
Tr-no_0678.jpg,0
Te-no_0026.jpg,0
Tr-no_1089.jpg,0
Te-no_0392.jpg,0
Te-no_0252.jpg,0
Tr-no_0987.jpg,0
Tr-no_1512.jpg,0
Tr-no_0111.jpg,0
Tr-no_1487.jpg,0
Tr-no_1453.jpg,0
Tr-no_0383.jpg,0
Tr-no_1395.jpg,0
Tr-no_1054.jpg,0
Tr-no_0755.jpg,0
Tr-no_0324.jpg,0
Te-no_0028.jpg,0
Tr-no_0787.jpg,0
Tr-no_0368.jpg,0
Te-no_0224.jpg,0
Tr-no_0069.jpg,0
Tr-no_0857.jpg,0
Tr-no_1483.jpg,0
Tr-no_1555.jpg,0
Te-no_0096.jpg,0
Tr-no_1474.jpg,0
Te-no_0203.jpg,0
Tr-no_0478.jpg,0
Tr-no_0281.jpg,0
Te-no_0052.jpg,0
Tr-no_1556.jpg,0
Te-no_0134.jpg,0
Tr-no_0210.jpg,0
Tr-no_0297.jpg,0
Te-no_0289.jpg,0
Te-no_0238.jpg,0
Tr-no_0651.jpg,0
Tr-no_1233.jpg,0
Tr-no_1502.jpg,0
Te-no_0336.jpg,0
Tr-no_0916.jpg,0
Tr-no_0993.jpg,0
Tr-no_0429.jpg,0
Tr-no_1370.jpg,0
Tr-no_0239.jpg,0
Tr-no_0879.jpg,0
Tr-no_0620.jpg,0
Tr-no_0256.jpg,0
Tr-no_0611.jpg,0
Tr-no_0544.jpg,0
Tr-no_0771.jpg,0
Tr-no_1419.jpg,0
Tr-no_1041.jpg,0
Te-no_0194.jpg,0
Tr-no_0759.jpg,0
Tr-no_0382.jpg,0
Tr-no_1103.jpg,0
Tr-no_0973.jpg,0
Tr-no_0352.jpg,0
Te-no_0010.jpg,0
Te-no_0230.jpg,0
Tr-no_1036.jpg,0
Tr-no_1107.jpg,0
Tr-no_0494.jpg,0
Tr-no_0393.jpg,0
Tr-no_1546.jpg,0
Tr-no_0464.jpg,0
Tr-no_0886.jpg,0
Tr-no_1193.jpg,0
Tr-no_0366.jpg,0
Te-no_0298.jpg,0
Te-no_0278.jpg,0
Tr-no_0744.jpg,0
Tr-no_0529.jpg,0
Tr-no_0802.jpg,0
Tr-no_1223.jpg,0
Te-no_0383.jpg,0
Te-no_0310.jpg,0
Te-no_0104.jpg,0
Tr-no_1544.jpg,0
Tr-no_1313.jpg,0
Tr-no_0306.jpg,0
Te-no_0071.jpg,0
Tr-no_0862.jpg,0
Tr-no_1566.jpg,0
Tr-no_0530.jpg,0
Tr-no_0654.jpg,0
Tr-no_1259.jpg,0
Tr-no_0233.jpg,0
Tr-no_0120.jpg,0
Te-no_0102.jpg,0
Tr-no_0949.jpg,0
Tr-no_0617.jpg,0
Tr-no_1178.jpg,0
Tr-no_0307.jpg,0
Tr-no_0135.jpg,0
Tr-no_0554.jpg,0
Te-no_0078.jpg,0
Tr-no_0583.jpg,0
Te-no_0045.jpg,0
Tr-no_0670.jpg,0
Tr-no_0834.jpg,0
Tr-no_0109.jpg,0
Tr-no_1164.jpg,0
Te-no_0364.jpg,0
Tr-no_1464.jpg,0
Te-no_0133.jpg,0
Tr-no_1242.jpg,0
Tr-no_0211.jpg,0
Te-no_0172.jpg,0
Tr-no_1120.jpg,0
Tr-no_0679.jpg,0
Te-no_0355.jpg,0
Te-no_0243.jpg,0
Tr-no_0411.jpg,0
Tr-no_1324.jpg,0
Tr-no_0782.jpg,0
Tr-no_1345.jpg,0
Tr-no_0874.jpg,0
Te-no_0057.jpg,0
Tr-no_1278.jpg,0
Tr-no_0785.jpg,0
Te-no_0223.jpg,0
Tr-no_1198.jpg,0
Tr-no_0807.jpg,0
Tr-no_0712.jpg,0
Te-no_0395.jpg,0
Te-no_0064.jpg,0
Tr-no_1190.jpg,0
Tr-no_1225.jpg,0
Tr-no_0602.jpg,0
Tr-no_0270.jpg,0
Tr-no_1384.jpg,0
Tr-no_0231.jpg,0
Tr-no_0049.jpg,0
Tr-no_0462.jpg,0
Tr-no_1105.jpg,0
Tr-no_0855.jpg,0
Tr-no_0693.jpg,0
Tr-no_1551.jpg,0
Te-no_0277.jpg,0
Tr-no_0526.jpg,0
Tr-no_0173.jpg,0
Tr-no_0720.jpg,0
Tr-no_0414.jpg,0
Tr-no_0237.jpg,0
Tr-no_1472.jpg,0
Tr-no_1335.jpg,0
Tr-no_1063.jpg,0
Tr-no_0023.jpg,0
Te-no_0171.jpg,0
Tr-no_0063.jpg,0
Tr-no_0289.jpg,0
Tr-no_0188.jpg,0
Tr-no_0701.jpg,0
Te-no_0219.jpg,0
Tr-no_1137.jpg,0
Tr-no_0354.jpg,0
Tr-no_0416.jpg,0
Tr-no_1245.jpg,0
Tr-no_0930.jpg,0
Tr-no_0196.jpg,0
Tr-no_0579.jpg,0
Tr-no_1134.jpg,0
Te-no_0218.jpg,0
Te-no_0339.jpg,0
Tr-no_0433.jpg,0
Tr-no_0100.jpg,0
Te-no_0059.jpg,0
Tr-no_0394.jpg,0
Te-no_0343.jpg,0
Tr-no_0220.jpg,0
Te-no_0080.jpg,0
Tr-no_1497.jpg,0
